Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Adaptive Routing for&#xa0;Datacenter Networks Using Ant Colony Optimization,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_17,Jinbin HuMan HeShuying RaoYue WangJing WangShiming He,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_17,Conference paper
Software-Defined Storage Performance Testing Using Mininet,"Advances in Microelectronics, Embedded Systems and IoT",,,,10.1007/978-981-97-0767-6_13,Nutan K. BagdeSanjay Pawar,2024,https://link.springer.com/chapter/10.1007/978-981-97-0767-6_13,Conference paper
Joint Controller Placement and&#xa0;Flow Assignment in&#xa0;Software-Defined Edge Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0808-6_2,Shunpeng HuaBaoliu YeYue ZengZhihao QuBin Tang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0808-6_2,Conference paper
FaCa: Fast Aware and&#xa0;Competition-Avoided Balancing for&#xa0;Data Center Network,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0811-6_3,Haiyang JiangYuchao ZhangHaoqiang HuangLei WangXirong QueZhuo JiangWendong Wang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0811-6_3,Conference paper
A Chained Forwarding Mechanism for&#xa0;Large Messages,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0834-5_12,Jiaqi LinTao FengNanxin ZhouXianming GaoShanqing Jiang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0834-5_12,Conference paper
Approximate Multicast Coflow Scheduling in&#xa0;Reconfigurable Data Center Networks,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-981-97-0798-0_9,Yuhang WuQuan ChenJianglong LiuFulong LiLianglun Cheng,2024,https://link.springer.com/chapter/10.1007/978-981-97-0798-0_9,Conference paper
Network Abstractions for&#xa0;Characterizing Communication Requirements in&#xa0;Asynchronous Distributed Systems,Structural Information and Communication Complexity,,,,10.1007/978-3-031-60603-8_29,Hugo Rincon GaleanaUlrich Schmid,2024,https://link.springer.com/chapter/10.1007/978-3-031-60603-8_29,Conference paper
Design and Implementation of an Open Daylight Event Management System Through the Integration of a Business Process Management,International Conference on Applied Technologies,,,,10.1007/978-3-031-58950-8_16,Luis E. Benavides CastilloChristian X. Castro González,2024,https://link.springer.com/chapter/10.1007/978-3-031-58950-8_16,Conference paper
Correction to: Unraveling Network-Based Pivoting Maneuvers: Empirical Insights and&#xa0;Challenges,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-56583-0_23,Martin HusákShanchieh Jay YangJoseph KhouryĐorđe KlisuraElias Bou-Harb,2024,https://link.springer.com/chapter/10.1007/978-3-031-56583-0_23,Conference paper
DEAR: DRL Empowered Actor-Critic ScheduleR for&#xa0;Multipath QUIC Under 5G/B5G Hybrid Networks,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57840-3_10,Pattiwar Shravan KumarParesh SaxenaÖzgü Alay,2024,https://link.springer.com/chapter/10.1007/978-3-031-57840-3_10,Conference paper
Exploring SDN Based Firewall and&#xa0;NAPT: A Comparative Analysis with&#xa0;Iptables and&#xa0;OVS in&#xa0;Mininet,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57916-5_37,Md Fahad MonirAzwad Fawad Hasan,2024,https://link.springer.com/chapter/10.1007/978-3-031-57916-5_37,Conference paper
DeFog: Adaptive Microservice Scheduling on&#xa0;Kubernetes Clusters in&#xa0;Cloud-Edge-Fog Infrastructures,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57870-0_39,Athanasios PrountzosEuripides G. M. Petrakis,2024,https://link.springer.com/chapter/10.1007/978-3-031-57870-0_39,Conference paper
Detecting and Mitigating MitM Attack on IoT Devices Using SDN,Advanced Information Networking and Applications,,,,10.1007/978-3-031-57942-4_31,Mohamed Ould-Elhassen AoueileyineNeder KarmousRidha BouallegueNeji YoussefAnis Yazidi,2024,https://link.springer.com/chapter/10.1007/978-3-031-57942-4_31,Conference paper
Insights into&#xa0;SAV Implementations in&#xa0;the&#xa0;Internet,Passive and Active Measurement,,,,10.1007/978-3-031-56252-5_4,Haya SchulmannShujie Zhao,2024,https://link.springer.com/chapter/10.1007/978-3-031-56252-5_4,Conference paper
Load Balancing Algorithm in&#xa0;a&#xa0;Software-Defined Network Environment with&#xa0;Round Robin and&#xa0;Least Connections,Smart Grid and Internet of Things,,,,10.1007/978-3-031-55976-1_15,Chandra WijayaRita WiryasaputraChin-Yin HuangJodi TanatoChao-Tung Yang,2024,https://link.springer.com/chapter/10.1007/978-3-031-55976-1_15,Conference paper
Performance Evaluation of&#xa0;a&#xa0;New Scheduling Model Using Congestion Window Reservation,Advances in Information and Communication,,,,10.1007/978-3-031-53963-3_8,Mahsa NorooziFlavio GallistlMajid Noroozi,2024,https://link.springer.com/chapter/10.1007/978-3-031-53963-3_8,Conference paper
Load Balancing and Energy Efficient Routing in Software-Defined Networking,"Advanced Computing, Machine Learning, Robotics and Internet Technologies",,,,10.1007/978-3-031-47224-4_22,M. P. RamkumarJ. Lece Elizabeth RaniR. JeyarohiniG. S. R. Emil SelvanRahul Shiva Konar,2024,https://link.springer.com/chapter/10.1007/978-3-031-47224-4_22,Conference paper
Machine Learning Techniques for Secure Edge SDN,Secure Edge and Fog Computing Enabled AI for IoT and Smart Cities,,,,10.1007/978-3-031-51097-7_14,Yassine MalehAbdelkebir SahidAhmed A. Abd El-LatifKarim Ouazzane,2024,https://link.springer.com/chapter/10.1007/978-3-031-51097-7_14,Chapter
Service Migration Algorithm for UAV Recharge Zones in Future 6G Network,Secure Edge and Fog Computing Enabled AI for IoT and Smart Cities,,,,10.1007/978-3-031-51097-7_10,Vadim KovolenkoAbdelhamied A. AteyaAmmar MuthannaAndrey Koucheryavy,2024,https://link.springer.com/chapter/10.1007/978-3-031-51097-7_10,Chapter
Control Plane Comparison of&#xa0;OpenDayLight and&#xa0;Open Network Operating System Controllers,Asia Pacific Advanced Network,,,,10.1007/978-3-031-51135-6_9,Mohamed SatiMoad EmshiheetAhmed MajoukSalem Omar Sati,2024,https://link.springer.com/chapter/10.1007/978-3-031-51135-6_9,Conference paper
Intelligent Hierarchical Coordination Fault-Tolerant Routing Method Under End-to-End Quality of Service Protection in Multidomain Softwarized Networks,Digital Ecosystems: Interconnecting Advanced Networks with AI Applications,,,,10.1007/978-3-031-61221-3_6,Oleksandr LemeshkoOleksandra YeremenkoMaryna YevdokymenkoMykola Maiba,2024,https://link.springer.com/chapter/10.1007/978-3-031-61221-3_6,Conference paper
Design and Analysis of a Multipath Routing Protocol to Enhance QoS in MANET,Universal Threats in Expert Applications and Solutions,,,,10.1007/978-981-97-3810-6_8,Devdas SaraswatNikhat Raza Khan,2024,https://link.springer.com/chapter/10.1007/978-981-97-3810-6_8,Conference paper
Link-Breakage Recovery Strategies for&#xa0;Tactical MANET Based on&#xa0;OLSR,Digital Multimedia Communications,,,,10.1007/978-981-97-3623-2_27,Lianghui DingHongyu GaoHuan LinChen LiYangyang LiuFeng Yang,2024,https://link.springer.com/chapter/10.1007/978-981-97-3623-2_27,Conference paper
"Software-Defined Datacenter Network: Vulnerabilities, Threats, Attacks, and Countermeasures",Innovative Computing and Communications,,,,10.1007/978-981-97-4149-6_47,Mohammed SwefeeAlharith A. Abdullah,2024,https://link.springer.com/chapter/10.1007/978-981-97-4149-6_47,Conference paper
An adaptive traffic engineering approach based on retransmission timeout adjustment for software-defined networks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-023-04732-4,Hossein ZangoulechiShahram Babaie,2023,https://link.springer.com/article/10.1007/s12652-023-04732-4,Article
Simplifying Forwarding Data Plane Operations with XOR-Based Source Routing,Journal of Network and Systems Management,,,,10.1007/s10922-023-09791-8,Jérôme LacanEmmanuel Lochin,2023,https://link.springer.com/article/10.1007/s10922-023-09791-8,Article
Detection of non-periodic low-rate denial of service attacks in software defined networks using machine learning,International Journal of Information Technology,,,,10.1007/s41870-023-01634-8,Danial YousefBoushra MaalaMaria SkvortsovaPetr Pokamestov,2023,https://link.springer.com/article/10.1007/s41870-023-01634-8,Article
Quantitative measurement of link failure reaction time for devices with P4-programmable data planes,Telecommunication Systems,,,,10.1007/s11235-023-01084-4,David FrancoMarivi HigueroEder Ollora ZaballaJuanjo UnzillaEduardo Jacob,2023,https://link.springer.com/article/10.1007/s11235-023-01084-4,Article
AmRED and RED-QE: redesigning random early detection algorithm,Telecommunication Systems,,,,10.1007/s11235-023-01082-6,Samuel O. HassanOlakunle O. SolankeTola J. OduleAdemola O. AdesinaSuleiman A. UsmanSemiu A. Ayinde,2023,https://link.springer.com/article/10.1007/s11235-023-01082-6,Article
Secure Model for Dynamic Access Control and Unreliable Access Point Detection: Enhancing QoS Through SDN in Wireless Networks,SN Computer Science,,,,10.1007/s42979-023-02407-7,Hafsa Ait OulahyaneAyoub BahnasseAssia BakaliSaid BroumiIbrahim M. El-HasnonyMohamed Talea,2023,https://link.springer.com/article/10.1007/s42979-023-02407-7,Article
PDLB: Path Diversity-aware Load Balancing with adaptive granularity in data center networks,Journal of Cloud Computing,,,,10.1186/s13677-023-00548-x,Weimin GaoJiawei HuangZhaoyi LiShaojun ZouJianxin Wang,2023,https://link.springer.com/article/10.1186/s13677-023-00548-x,Article
ONOS DDoS Defender: A Comparative Analysis of Existing DDoS Attack Datasets using Ensemble Approach,Wireless Personal Communications,,,,10.1007/s11277-023-10848-9,Naziya AslamShashank SrivastavaM. M. Gore,2023,https://link.springer.com/article/10.1007/s11277-023-10848-9,Article
Preserving flow table integrity in OpenFlow networks through smart contract,Cluster Computing,,,,10.1007/s10586-023-04196-3,Birglang BargayaryNabajyoti Medhi,2023,https://link.springer.com/article/10.1007/s10586-023-04196-3,Article
RETRACTED ARTICLE: Resource allocation with fuzzy logic based network optimization and security analysis in optical communication network,Optical and Quantum Electronics,,,,10.1007/s11082-023-05576-0,Hannah Jessie RaniRupal GuptaAtul DadhichSachin GuptaG. SwethaDakshinamurthy V. KolluruKodukula Subrahmanyam,2023,https://link.springer.com/article/10.1007/s11082-023-05576-0,Article
Optimal controller selection and migration in large scale software defined networks for next generation internet of things,SN Applied Sciences,,,,10.1007/s42452-023-05535-0,Mohammad ShahzadLu LiuNacer BelkoutNick Antonopoulos,2023,https://link.springer.com/article/10.1007/s42452-023-05535-0,Article
Digital forensics framework for intent-based networking over software-defined networks,Telecommunication Systems,,,,10.1007/s11235-023-01064-8,Muhammad Faraz HyderTasbiha FatimaSaadia Arshad,2023,https://link.springer.com/article/10.1007/s11235-023-01064-8,Article
An Edge Computing Architecture for Internet Measurement Network to Measure and Analyze Protocol Data,SN Computer Science,,,,10.1007/s42979-023-02267-1,Anand RajeAnupam AgrawalT. SanthoshIndrajit DeSushanta SinhaJoherul HaqSubodh SachanManjit Nayak,2023,https://link.springer.com/article/10.1007/s42979-023-02267-1,Article
Correction to: Load balancing strategy for SDN multi-controller clusters based on load prediction,The Journal of Supercomputing,,,,10.1007/s11227-023-05710-5,Junbi XiaoXingjian PanJianhang LiuJian WangPeiying ZhangLaith Abualigah,2023,https://link.springer.com/article/10.1007/s11227-023-05710-5,Article
Controller placement in SDN using game theory and a discrete hybrid metaheuristic algorithm,The Journal of Supercomputing,,,,10.1007/s11227-023-05709-y,Mahnaz KhojandKambiz MajidzadehMohammad MasdariYousef Farhang,2023,https://link.springer.com/article/10.1007/s11227-023-05709-y,Article
sRetor: a semi-centralized regular topology routing scheme for data center networking,Journal of Cloud Computing,,,,10.1186/s13677-023-00521-8,Zequn JiaQiang LiuYantao Sun,2023,https://link.springer.com/article/10.1186/s13677-023-00521-8,Article
A transmission optimization method for MPI communications,The Journal of Supercomputing,,,,10.1007/s11227-023-05699-x,Jubin WangYuan ZhuangYunhui Zeng,2023,https://link.springer.com/article/10.1007/s11227-023-05699-x,Article
RETRACTED ARTICLE: Analyzing the impacts of node density and speed on routing protocol performance in firefighting applications,Fire Ecology,,,,10.1186/s42408-023-00220-4,Inam UllahTariq HussainAamir KhanIqtidar AliFarhad AliChang Choi,2023,https://link.springer.com/article/10.1186/s42408-023-00220-4,Article
A Framework for Elephant Flow Detection for SDNs Based on the Classification,Arabian Journal for Science and Engineering,,,,10.1007/s13369-023-08345-z,Tuğrul ÇavdarŞeyma AymazSamet Aymaz,2023,https://link.springer.com/article/10.1007/s13369-023-08345-z,Article
Developing an SDN security model (EnsureS) based on lightweight service path validation with batch hashing and tag verification,Scientific Reports,,,,10.1038/s41598-023-44701-7,S. PradeepYogesh Kumar SharmaUmesh Kumar LilhoreSarita SimaiyaAbhishek KumarSachin AhujaMartin MargalaPrasun ChakrabartiTulika Chakrabarti,2023,https://link.springer.com/article/10.1038/s41598-023-44701-7,Article
Optimized Prediction Framework for Improving Cost Effectiveness of the Software Defined Network,SN Computer Science,,,,10.1007/s42979-023-02252-8,Choupiri ShivakeshiB. Sreepathi,2023,https://link.springer.com/article/10.1007/s42979-023-02252-8,Article
On the long-term average rates of deterministic communication sessions’ flows,International Journal of Information Technology,,,,10.1007/s41870-023-01446-w,Monday Ofori EyinaghoSamuel Oluwole Falaki,2023,https://link.springer.com/article/10.1007/s41870-023-01446-w,Article
Coalescing novel QoS routing with fault tolerance for improving QoS parameters in wireless Ad-Hoc network using craft protocol,Wireless Networks,,,,10.1007/s11276-023-03515-1,R. ArunaVirendra Singh KushwahS. Phani PraveenRahul PradhanAmit Jaykumar ChinchawadeRenas Rajab AsaadR. Lakshmana Kumar,2023,https://link.springer.com/article/10.1007/s11276-023-03515-1,Article
Low-cost crossed probing path planning for network failure localization,World Wide Web,,,,10.1007/s11280-023-01206-7,Hongyun GaoLaiping ZhaoSheng ChenKeqiu Li,2023,https://link.springer.com/article/10.1007/s11280-023-01206-7,Article
"Smartcontractchain (SC<span class=""mathjax-tex"">\(^2\)</span>): Cross-ISP QoS traffic management framework with SDN and blockchain",Peer-to-Peer Networking and Applications,,,,10.1007/s12083-023-01561-2,Murat KarakusEvrim GulerSuleyman Uludag,2023,https://link.springer.com/article/10.1007/s12083-023-01561-2,Article
"A comprehensive survey on low-rate and high-rate DDoS defense approaches in SDN: taxonomy, research challenges, and opportunities",Multimedia Tools and Applications,,,,10.1007/s11042-023-16781-0,Suruchi KarnaniNeha AgrawalRohit Kumar,2023,https://link.springer.com/article/10.1007/s11042-023-16781-0,Article
Load balancing strategy for SDN multi-controller clusters based on load prediction,The Journal of Supercomputing,,,,10.1007/s11227-023-05658-6,Junbi XiaoXingjian PanJianhang LiuJian WangPeiying ZhangLaith Abualigah,2023,https://link.springer.com/article/10.1007/s11227-023-05658-6,Article
RETRACTED ARTICLE: Radio optical network security analysis with routing in quantum computing for 5G wireless communication using blockchain machine learning model,Optical and Quantum Electronics,,,,10.1007/s11082-023-05277-8,Fei WangShasha LiaoYu YinRui NiYichao Zhang,2023,https://link.springer.com/article/10.1007/s11082-023-05277-8,Article
Machine learning assisted snort and zeek in detecting DDoS attacks in software-defined networking,International Journal of Information Technology,,,,10.1007/s41870-023-01469-3,Muyideen AbdulRaheemIdowu Dauda OladipoAgbotiname Lucky ImoizeJoseph Bamidele AwotundeCheng-Chi LeeGhaniyyat Bolanle BalogunJoshua Oluwatobi Adeoti,2023,https://link.springer.com/article/10.1007/s41870-023-01469-3,Article
Machine learning-based centralized link coding attack detection in software-defined network,Wireless Networks,,,,10.1007/s11276-023-03483-6,Hongyuan Wang,2023,https://link.springer.com/article/10.1007/s11276-023-03483-6,Article
TEPG: a traffic engineering based power-aware greedy routing algorithm in backbone networks with bundled links,Frontiers of Computer Science,,,,10.1007/s11704-023-2066-4,Jinhong ZhangXingwei WangRuixia LiBo YiMin HuangDongxing Shui,2023,https://link.springer.com/article/10.1007/s11704-023-2066-4,Article
